-30.3801,-31.3823,-32.1613,-32.6134,-32.6876,-32.3448,-31.5998,-30.403,-29.0514,-27.3323,-24.3645,-21.1722,-10.7937,10.7937,21.1722,24.3645,27.3323,29.0514,30.403,31.5998,32.3448,32.6876,32.6134,32.1613,31.3823,30.3801,29.0119,27.47,25.7136,23.7535,21.6115,19.2915,16.7666,14.1748,11.3263,8.19174,5.02302,1.69025,-1.69025,-5.02302,-8.19174,-11.3263,-14.1748,-16.7666,-19.2915,-21.6115,-23.7535,-25.7136,-27.47,-29.0119,-30.3801,-31.3823,-32.1613,-32.6134,-32.6876,-32.3448,-31.5998,-30.403,-29.0514,-27.3323,-24.3645,-21.1722,-10.7937,10.7937,21.1722,24.3645,27.3323,29.0514,30.403,31.5998,32.3448,32.6876,32.6134,32.1613,31.3823,30.3801,29.0119,27.47,25.7136,23.7535,21.6115,19.2915,16.7666,14.1748,11.3263,8.19174,5.02302,1.69025,-1.69025,-5.02302,-8.19174,-11.3263,-14.1748,-16.7666,-19.2915,-21.6115,-23.7535,-25.7136,-27.47,-29.0119
-40.9232,-41.7598,-42.3002,-42.4438,-42.8592,-41.6947,-40.019,-38.1468,-36.5119,-34.2015,-31.0161,-26.692,-12.1136,12.1136,26.692,31.0161,34.2015,36.5119,38.1468,40.019,41.6947,42.8592,42.4438,42.3002,41.7598,40.9232,39.8795,38.6927,37.3068,35.3138,33.9979,32.3206,30.2339,28.0804,25.5882,22.9976,20.3133,17.5095,14.1416,10.2605,6.5805,2.98897,-0.315654,-3.37907,-6.2445,-9.37147,-12.2969,-14.1421,-16.2291,-18.1038,-19.6878,-20.9471,-21.9614,-22.7396,-22.5576,-23.2454,-23.1393,-22.7058,-21.8931,-20.2582,-17.9998,-15.6693,-8.50081,8.50081,15.6693,17.9998,20.2582,21.8931,22.7058,23.1393,23.2454,22.5576,22.7396,21.9614,20.9471,19.6878,18.1038,16.2291,14.1421,12.2969,9.37147,6.2445,3.37907,0.315654,-2.98897,-6.5805,-10.2605,-14.1416,-17.5095,-20.3133,-22.9976,-25.5882,-28.0804,-30.2339,-32.3206,-33.9979,-35.3138,-37.3068,-38.6927,-39.8795
-51.4664,-52.0862,-52.3377,-52.3352,-51.2425,-50.922,-49.127,-48.0029,-45.0586,-41.1136,-37.5279,-30.9542,-13.9546,13.9546,30.9542,37.5279,41.1136,45.0586,48.0029,49.127,50.922,51.2425,52.3352,52.3377,52.0862,51.4664,50.7516,49.8245,48.7871,48.0076,46.2677,45.1591,43.1341,41.4421,39.8187,37.8385,35.6396,33.14,29.7669,25.6321,21.3058,17.3063,13.2459,9.47384,6.3677,3.01116,0.469199,-2.61284,-5.02424,-7.14359,-8.99554,-10.5181,-11.8234,-12.7615,-14.0327,-13.6614,-14.4112,-13.1219,-12.8447,-12.793,-12.1919,-10.778,-5.65005,5.65005,10.778,12.1919,12.793,12.8447,13.1219,14.4112,13.6614,14.0327,12.7615,11.8234,10.5181,8.99554,7.14359,5.02424,2.61284,-0.469199,-3.01116,-6.3677,-9.47384,-13.2459,-17.3063,-21.3058,-25.6321,-29.7669,-33.14,-35.6396,-37.8385,-39.8187,-41.4421,-43.1341,-45.1591,-46.2677,-48.0076,-48.7871,-49.8245,-50.7516
-62.0095,-62.3503,-62.4538,-62.0421,-61.3278,-59.7163,-57.8723,-55.552,-51.7704,-48.0665,-43.3276,-35.302,-16.0824,16.0824,35.302,43.3276,48.0665,51.7704,55.552,57.8723,59.7163,61.3278,62.0421,62.4538,62.3503,62.0095,61.5906,60.8895,60.2586,59.4012,58.5471,57.6666,56.6751,55.3389,54.0156,52.6542,50.9359,48.7042,45.3329,40.9582,36.1207,31.5695,27.2759,22.8728,19.0598,15.3624,11.991,8.95688,6.14149,3.81589,1.69672,-0.116385,-1.5749,-2.90612,-3.75844,-4.753,-5.14411,-6.08596,-5.74713,-5.59756,-6.28234,-5.87534,-2.70114,2.70114,5.87534,6.28234,5.59756,5.74713,6.08596,5.14411,4.753,3.75844,2.90612,1.5749,0.116385,-1.69672,-3.81589,-6.14149,-8.95688,-11.991,-15.3624,-19.0598,-22.8728,-27.2759,-31.5695,-36.1207,-40.9582,-45.3329,-48.7042,-50.9359,-52.6542,-54.0156,-55.3389,-56.6751,-57.6666,-58.5471,-59.4012,-60.2586,-60.8895,-61.5906
-72.5527,-72.5947,-72.334,-71.8202,-71.2275,-69.3177,-66.9584,-63.295,-59.8733,-55.3512,-49.0375,-40.308,-18.0258,18.0258,40.308,49.0375,55.3512,59.8733,63.295,66.9584,69.3177,71.2275,71.8202,72.334,72.5947,72.5527,72.417,72.1957,71.68,70.8809,70.7218,70.1654,69.8023,69.0826,68.2109,67.3208,66.1436,64.338,60.9608,56.1411,50.9346,45.7907,40.8414,36.3031,31.5993,27.6474,23.5475,20.5144,17.5879,14.7924,12.389,10.2975,8.48643,7.06669,6.29002,5.06473,3.80743,2.69617,1.91209,1.44352,0.331368,-0.368046,-0.206896,0.206896,0.368046,-0.331368,-1.44352,-1.91209,-2.69617,-3.80743,-5.06473,-6.29002,-7.06669,-8.48643,-10.2975,-12.389,-14.7924,-17.5879,-20.5144,-23.5475,-27.6474,-31.5993,-36.3031,-40.8414,-45.7907,-50.9346,-56.1411,-60.9608,-64.338,-66.1436,-67.3208,-68.2109,-69.0826,-69.8023,-70.1654,-70.7218,-70.8809,-71.68,-72.1957,-72.417
-83.0958,-82.7966,-82.3335,-81.4942,-79.4733,-77.7981,-75.5599,-72.5715,-68.076,-62.3559,-55.0294,-45.2637,-18.8321,18.8321,45.2637,55.0294,62.3559,68.076,72.5715,75.5599,77.7981,79.4733,81.4942,82.3335,82.7966,83.0958,83.1767,83.1745,83.074,83.5128,83.0017,82.6256,82.5196,82.5292,82.4251,81.9737,81.3029,80.0395,76.6625,71.2862,65.6959,59.9581,54.3713,49.205,44.3487,40.0151,36.3153,32.0811,28.7446,25.7326,23.0812,20.7019,18.713,16.9831,14.7542,13.5464,12.9975,12.3128,10.4874,8.27368,6.9269,5.30495,1.79036,-1.79036,-5.30495,-6.9269,-8.27368,-10.4874,-12.3128,-12.9975,-13.5464,-14.7542,-16.9831,-18.713,-20.7019,-23.0812,-25.7326,-28.7446,-32.0811,-36.3153,-40.0151,-44.3487,-49.205,-54.3713,-59.9581,-65.6959,-71.2862,-76.6625,-80.0395,-81.3029,-81.9737,-82.4251,-82.5292,-82.5196,-82.6256,-83.0017,-83.5128,-83.074,-83.1745,-83.1767
-93.639,-92.9932,-92.2452,-91.1046,-89.597,-87.5209,-84.3786,-79.2766,-74.5851,-69.141,-61.5315,-49.0107,-19.2693,19.2693,49.0107,61.5315,69.141,74.5851,79.2766,84.3786,87.5209,89.597,91.1046,92.2452,92.9932,93.639,93.8854,94.15,94.4848,94.6541,95.0071,95.1848,95.9535,96.3998,96.5532,96.5861,96.5176,95.5234,92.1711,86.4867,80.3512,74.1126,68.3647,62.7655,57.0442,52.3116,47.7451,43.7008,39.9132,36.6559,33.7735,31.142,28.8637,26.8418,25.2294,23.8104,22.0727,19.2699,17.225,15.2864,13.4624,10.0776,4.3591,-4.3591,-10.0776,-13.4624,-15.2864,-17.225,-19.2699,-22.0727,-23.8104,-25.2294,-26.8418,-28.8637,-31.142,-33.7735,-36.6559,-39.9132,-43.7008,-47.7451,-52.3116,-57.0442,-62.7655,-68.3647,-74.1126,-80.3512,-86.4867,-92.1711,-95.5234,-96.5176,-96.5861,-96.5532,-96.3998,-95.9535,-95.1848,-95.0071,-94.6541,-94.4848,-94.15,-93.8854
-103.914,-103.12,-102.085,-100.725,-99.2444,-95.6969,-92.5393,-87.9078,-82.7437,-75.6818,-67.8398,-52.1712,-20.4627,20.4627,52.1712,67.8398,75.6818,82.7437,87.9078,92.5393,95.6969,99.2444,100.725,102.085,103.12,103.914,104.502,105.191,105.799,106.102,107.27,107.989,108.978,109.719,110.571,111.204,111.642,110.803,107.441,101.697,94.8835,88.3145,81.8329,75.8499,69.9997,64.5525,59.2632,55.2079,51.2198,47.5514,44.3949,41.5949,39.0693,36.8306,35.1323,32.018,30.5347,28.144,25.5695,22.6628,19.27,14.9634,7.30551,-7.30551,-14.9634,-19.27,-22.6628,-25.5695,-28.144,-30.5347,-32.018,-35.1323,-36.8306,-39.0693,-41.5949,-44.3949,-47.5514,-51.2198,-55.2079,-59.2632,-64.5525,-69.9997,-75.8499,-81.8329,-88.3145,-94.8835,-101.697,-107.441,-110.803,-111.642,-111.204,-110.571,-109.719,-108.978,-107.989,-107.27,-106.102,-105.799,-105.191,-104.502
-114.099,-113.141,-111.869,-110.175,-107.338,-105.455,-100.831,-96.9676,-90.1062,-82.2995,-73.3644,-56.134,-21.6318,21.6318,56.134,73.3644,82.2995,90.1062,96.9676,100.831,105.455,107.338,110.175,111.869,113.141,114.099,115.089,116.047,117.012,118.51,119.163,120.795,121.67,123.026,124.489,125.784,126.55,126.009,122.647,116.682,109.457,102.418,95.4527,88.5594,82.7578,76.7719,71.9453,66.6904,62.3736,58.466,54.9927,51.9954,49.2527,46.6959,43.7112,42.483,38.8807,36.9012,33.8363,29.9727,25.119,20.4936,10.073,-10.073,-20.4936,-25.119,-29.9727,-33.8363,-36.9012,-38.8807,-42.483,-43.7112,-46.6959,-49.2527,-51.9954,-54.9927,-58.466,-62.3736,-66.6904,-71.9453,-76.7719,-82.7578,-88.5594,-95.4527,-102.418,-109.457,-116.682,-122.647,-126.009,-126.55,-125.784,-124.489,-123.026,-121.67,-120.795,-119.163,-118.51,-117.012,-116.047,-115.089
-124.285,-123.083,-121.516,-119.617,-117.242,-113.059,-108.975,-103.54,-96.799,-89.2483,-78.7718,-60.0745,-22.7554,22.7554,60.0745,78.7718,89.2483,96.799,103.54,108.975,113.059,117.242,119.617,121.516,123.083,124.285,125.64,126.848,128.166,129.496,131.192,133.217,134.984,136.734,138.365,140.165,141.356,141.241,137.868,131.47,124.009,116.399,109.115,101.973,95.4626,89.0228,83.2405,78.1456,73.5006,69.3743,65.5904,62.3481,59.3295,56.5892,54.1063,50.4894,47.6356,43.8495,40.5232,36.919,31.6167,26.0521,12.2149,-12.2149,-26.0521,-31.6167,-36.919,-40.5232,-43.8495,-47.6356,-50.4894,-54.1063,-56.5892,-59.3295,-62.3481,-65.5904,-69.3743,-73.5006,-78.1456,-83.2405,-89.0228,-95.4626,-101.973,-109.115,-116.399,-124.009,-131.47,-137.868,-141.241,-141.356,-140.165,-138.365,-136.734,-134.984,-133.217,-131.192,-129.496,-128.166,-126.848,-125.64
